race;interval;id;Rank;Bib;LastName;FirstName;Team;Nation;YOB;Sex;AgeClass;AcRank;NetTime;GunTime;Age;NetMins;GunMins
21k;complete;NA;17;17;NA;NA;"Schweden";"SWE";1977;M;35;2;"01:06:58";"01:06:58";36;66.9667;66.9667
21k;10K;NA;NA;17;NA;NA;"Schweden";"SWE";1977;M;35;NA;"00:31:08";"NA";36;31.1333;NA
21k;complete;NA;18;34;NA;NA;"NA";"SWE";1989;M;H;14;"01:07:21";"01:07:21";24;67.35;67.35
21k;10K;NA;NA;34;NA;NA;"NA";"SWE";1989;M;H;NA;"00:32:14";"NA";24;32.2333;NA
21k;complete;NA;19;28;NA;NA;"ST Bern";"SUI";1987;M;H;15;"01:07:37";"01:07:37";26;67.6167;67.6167
21k;10K;NA;NA;28;NA;NA;"ST Bern";"SUI";1987;M;H;NA;"00:32:18";"NA";26;32.3;NA
21k;complete;NA;20;13431;NA;NA;"Løbeshop.dk\/AGF Atletik";"DEN";1985;M;H;16;"01:07:39";"01:07:43";28;67.65;67.7167
21k;10K;NA;NA;13431;NA;NA;"Løbeshop.dk\/AGF Atletik";"DEN";1985;M;H;NA;"00:32:22";"NA";28;32.3667;NA
21k;complete;NA;21;27;NA;NA;"NA";"AUT";1983;M;30;3;"01:07:43";"01:07:43";30;67.7167;67.7167
21k;10K;NA;NA;27;NA;NA;"NA";"AUT";1983;M;30;NA;"00:32:21";"NA";30;32.35;NA
21k;complete;NA;22;F4;NA;NA;"Kenia";"KEN";1985;W;H;1;"01:07:54";"01:07:54";28;67.9;67.9
21k;10K;NA;NA;F4;NA;NA;"Kenia";"KEN";1985;W;H;NA;"00:32:17";"NA";28;32.2833;NA
21k;complete;NA;23;33;NA;NA;"NA";"CZE";1989;M;H;17;"01:07:57";"01:07:57";24;67.95;67.95
21k;10K;NA;NA;33;NA;NA;"NA";"CZE";1989;M;H;NA;"00:32:10";"NA";24;32.1667;NA
21k;complete;NA;24;F1;NA;NA;"Kenia";"KEN";1986;W;H;2;"01:08:01";"01:08:01";27;68.0167;68.0167
21k;10K;NA;NA;F1;NA;NA;"Kenia";"KEN";1986;W;H;NA;"00:32:21";"NA";27;32.35;NA
21k;complete;NA;25;20088;NA;NA;"Team Hechmann sport";"DEN";1982;M;30;4;"01:08:25";"01:08:35";31;68.4167;68.5833
21k;10K;NA;NA;20088;NA;NA;"Team Hechmann sport";"DEN";1982;M;30;NA;"00:32:20";"NA";31;32.3333;NA
21k;complete;NA;26;16862;NA;NA;"LG Nord Berlin";"GER";1986;M;H;18;"01:08:50";"01:08:58";27;68.8333;68.9667
21k;10K;NA;NA;16862;NA;NA;"LG Nord Berlin";"GER";1986;M;H;NA;"00:32:19";"NA";27;32.3167;NA
21k;complete;NA;27;29;NA;NA;"LAC Berlin";"GER";1984;M;H;19;"01:09:03";"01:09:03";29;69.05;69.05
21k;10K;NA;NA;29;NA;NA;"LAC Berlin";"GER";1984;M;H;NA;"00:32:26";"NA";29;32.4333;NA
21k;complete;NA;28;8855;NA;NA;"Aarhus 1900";"DEN";1982;M;30;5;"01:09:26";"01:09:30";31;69.4333;69.5
21k;10K;NA;NA;8855;NA;NA;"Aarhus 1900";"DEN";1982;M;30;NA;"00:33:11";"NA";31;33.1833;NA
21k;complete;NA;29;3537;NA;NA;"LV Langenthal";"SUI";1988;M;H;20;"01:09:27";"01:09:38";25;69.45;69.6333
21k;10K;NA;NA;3537;NA;NA;"LV Langenthal";"SUI";1988;M;H;NA;"00:33:21";"NA";25;33.35;NA
21k;complete;NA;30;22;NA;NA;"LG Kreis Verden";"GER";1988;M;H;21;"01:09:29";"01:09:29";25;69.4833;69.4833
21k;10K;NA;NA;22;NA;NA;"LG Kreis Verden";"GER";1988;M;H;NA;"00:32:17";"NA";25;32.2833;NA
21k;complete;NA;31;32;NA;NA;"Schweden";"SWE";1983;M;30;6;"01:09:44";"01:09:44";30;69.7333;69.7333
21k;10K;NA;NA;32;NA;NA;"Schweden";"SWE";1983;M;30;NA;"00:32:17";"NA";30;32.2833;NA
21k;complete;NA;32;7867;NA;NA;"guardia di finanza milano";"ITA";1980;M;30;7;"01:09:57";"01:10:01";33;69.95;70.0167
21k;10K;NA;NA;7867;NA;NA;"guardia di finanza milano";"ITA";1980;M;30;NA;"00:32:49";"NA";33;32.8167;NA
21k;complete;NA;33;F6;NA;NA;"Japan";"JPN";1984;W;H;3;"01:10:00";"01:10:00";29;70;70
21k;10K;NA;NA;F6;NA;NA;"Japan";"JPN";1984;W;H;NA;"00:32:52";"NA";29;32.8667;NA
21k;complete;NA;34;25;NA;NA;"SV Union Meppen";"GER";1978;M;35;3;"01:10:18";"01:10:18";35;70.3;70.3
21k;10K;NA;NA;25;NA;NA;"SV Union Meppen";"GER";1978;M;35;NA;"00:32:32";"NA";35;32.5333;NA
21k;complete;NA;35;15587;NA;NA;"AK 73";"DEN";1975;M;35;4;"01:10:46";"01:10:50";38;70.7667;70.8333
21k;10K;NA;NA;15587;NA;NA;"AK 73";"DEN";1975;M;35;NA;"00:33:47";"NA";38;33.7833;NA
21k;complete;NA;36;F3;NA;NA;"Kenia";"KEN";1993;W;H;4;"01:10:48";"01:10:48";20;70.8;70.8
21k;10K;NA;NA;F3;NA;NA;"Kenia";"KEN";1993;W;H;NA;"00:32:42";"NA";20;32.7;NA
21k;complete;NA;37;17438;NA;NA;"Team Multiatleten\/Odense atlet";"DEN";1983;M;30;8;"01:10:50";"01:10:55";30;70.8333;70.9167
21k;10K;NA;NA;17438;NA;NA;"Team Multiatleten\/Odense atlet";"DEN";1983;M;30;NA;"00:33:46";"NA";30;33.7667;NA
21k;complete;NA;38;21302;NA;NA;"Huddinge AIS";"SWE";1980;M;30;9;"01:11:35";"01:11:41";33;71.5833;71.6833
21k;10K;NA;NA;21302;NA;NA;"Huddinge AIS";"SWE";1980;M;30;NA;"00:33:29";"NA";33;33.4833;NA
21k;complete;NA;39;53;NA;NA;"NA";"GER";1985;M;H;22;"01:11:41";"01:11:41";28;71.6833;71.6833
21k;10K;NA;NA;53;NA;NA;"NA";"GER";1985;M;H;NA;"00:34:33";"NA";28;34.55;NA
21k;complete;NA;40;7670;NA;NA;"Sparta";"DEN";1980;M;30;10;"01:11:58";"01:12:03";33;71.9667;72.05
21k;10K;NA;NA;7670;NA;NA;"Sparta";"DEN";1980;M;30;NA;"00:33:46";"NA";33;33.7667;NA
21k;complete;NA;41;F11;NA;NA;"Kenia";"KEN";1989;W;H;5;"01:11:59";"01:11:59";24;71.9833;71.9833
21k;10K;NA;NA;F11;NA;NA;"Kenia";"KEN";1989;W;H;NA;"00:33:30";"NA";24;33.5;NA
21k;complete;NA;42;19267;NA;NA;"LG Braunschweig";"GER";1991;M;H;23;"01:12:05";"01:12:09";22;72.0833;72.15
21k;10K;NA;NA;19267;NA;NA;"LG Braunschweig";"GER";1991;M;H;NA;"00:34:10";"NA";22;34.1667;NA
21k;complete;NA;43;21124;NA;NA;"HSP Münster Laufteam";"GER";1984;M;H;24;"01:12:19";"01:12:35";29;72.3167;72.5833
21k;10K;NA;NA;21124;NA;NA;"HSP Münster Laufteam";"GER";1984;M;H;NA;"00:34:02";"NA";29;34.0333;NA
21k;complete;NA;44;15049;NA;NA;"Sparta\/Marathon Sport";"DEN";1971;M;40;1;"01:12:22";"01:12:26";42;72.3667;72.4333
21k;10K;NA;NA;15049;NA;NA;"Sparta\/Marathon Sport";"DEN";1971;M;40;NA;"00:34:20";"NA";42;34.3333;NA
21k;complete;NA;45;6913;NA;NA;"Sporten Svendborg\/Odense Atlet";"DEN";1978;M;35;5;"01:12:25";"01:12:29";35;72.4167;72.4833
21k;10K;NA;NA;6913;NA;NA;"Sporten Svendborg\/Odense Atlet";"DEN";1978;M;35;NA;"00:33:46";"NA";35;33.7667;NA
21k;complete;NA;46;12866;NA;NA;"CA BELVAUX";"LUX";1968;M;45;1;"01:12:32";"01:12:38";45;72.5333;72.6333
21k;10K;NA;NA;12866;NA;NA;"CA BELVAUX";"LUX";1968;M;45;NA;"00:34:19";"NA";45;34.3167;NA
21k;complete;NA;47;52;NA;NA;"NA";"GBR";1981;M;30;11;"01:12:36";"01:12:36";32;72.6;72.6
21k;10K;NA;NA;52;NA;NA;"NA";"GBR";1981;M;30;NA;"00:34:15";"NA";32;34.25;NA
21k;complete;NA;47;F7;NA;NA;"GBR";"GBR";1979;W;30;1;"01:12:36";"01:12:36";34;72.6;72.6
21k;10K;NA;NA;F7;NA;NA;"GBR";"GBR";1979;W;30;NA;"00:34:16";"NA";34;34.2667;NA
21k;complete;NA;49;10303;NA;NA;"Blovstrød Løverne";"DEN";1975;M;35;6;"01:12:51";"01:13:14";38;72.85;73.2333
21k;10K;NA;NA;10303;NA;NA;"Blovstrød Løverne";"DEN";1975;M;35;NA;"00:34:12";"NA";38;34.2;NA
21k;complete;NA;50;3862;NA;NA;"TV 1848 Coburg";"GER";1987;M;H;25;"01:12:52";"01:12:57";26;72.8667;72.95
21k;10K;NA;NA;3862;NA;NA;"TV 1848 Coburg";"GER";1987;M;H;NA;"00:34:31";"NA";26;34.5167;NA
21k;complete;NA;51;15004;NA;NA;"FCHA";"BEL";1968;M;45;2;"01:12:57";"01:13:01";45;72.95;73.0167
21k;10K;NA;NA;15004;NA;NA;"FCHA";"BEL";1968;M;45;NA;"00:34:11";"NA";45;34.1833;NA
21k;complete;NA;52;30;NA;NA;"wbiegu24.pl";"POL";1989;M;H;26;"01:13:00";"01:13:00";24;73;73
21k;10K;NA;NA;30;NA;NA;"wbiegu24.pl";"POL";1989;M;H;NA;"00:33:34";"NA";24;33.5667;NA
21k;complete;NA;53;14752;NA;NA;"NA";"GER";1982;M;30;12;"01:13:04";"01:13:08";31;73.0667;73.1333
21k;10K;NA;NA;14752;NA;NA;"NA";"GER";1982;M;30;NA;"00:34:21";"NA";31;34.35;NA
21k;complete;NA;54;21900;NA;NA;"KU-58";"FIN";1977;M;35;7;"01:13:09";"01:13:30";36;73.15;73.5
21k;10K;NA;NA;21900;NA;NA;"KU-58";"FIN";1977;M;35;NA;"00:34:55";"NA";36;34.9167;NA
21k;complete;NA;55;19673;NA;NA;"ATLETICA CASTELLO";"ITA";1976;M;35;8;"01:13:20";"01:13:24";37;73.3333;73.4
21k;10K;NA;NA;19673;NA;NA;"ATLETICA CASTELLO";"ITA";1976;M;35;NA;"00:34:39";"NA";37;34.65;NA
21k;complete;NA;56;14976;NA;NA;"Fürst-Johann-Moritz-Gymnasium";"GER";1983;M;30;13;"01:13:29";"01:13:52";30;73.4833;73.8667
21k;10K;NA;NA;14976;NA;NA;"Fürst-Johann-Moritz-Gymnasium";"GER";1983;M;30;NA;"00:34:30";"NA";30;34.5;NA
21k;complete;NA;57;14840;NA;NA;"Aarhus 1900";"DEN";1966;M;45;3;"01:13:32";"01:13:37";47;73.5333;73.6167
21k;10K;NA;NA;14840;NA;NA;"Aarhus 1900";"DEN";1966;M;45;NA;"00:34:22";"NA";47;34.3667;NA
21k;complete;NA;58;9827;NA;NA;"FIVE Fitnesstreff Veitsbronn";"GER";1987;M;H;27;"01:13:35";"01:14:12";26;73.5833;74.2
21k;10K;NA;NA;9827;NA;NA;"FIVE Fitnesstreff Veitsbronn";"GER";1987;M;H;NA;"00:34:38";"NA";26;34.6333;NA
21k;complete;NA;59;13428;NA;NA;"www.iphonedok.dk\/";"DEN";1981;M;30;14;"01:13:37";"01:13:42";32;73.6167;73.7
21k;10K;NA;NA;13428;NA;NA;"www.iphonedok.dk\/";"DEN";1981;M;30;NA;"00:34:53";"NA";32;34.8833;NA
21k;complete;NA;60;6195;NA;NA;"CUS Torino, FIDAL AGO31701";"ITA";1988;M;H;28;"01:13:41";"01:13:48";25;73.6833;73.8
21k;10K;NA;NA;6195;NA;NA;"CUS Torino, FIDAL AGO31701";"ITA";1988;M;H;NA;"00:34:50";"NA";25;34.8333;NA
21k;complete;NA;61;4435;NA;NA;"Tri-Team Fuldatal";"GER";1989;M;H;29;"01:13:47";"01:14:00";24;73.7833;74
21k;10K;NA;NA;4435;NA;NA;"Tri-Team Fuldatal";"GER";1989;M;H;NA;"00:34:46";"NA";24;34.7667;NA
21k;complete;NA;62;10878;NA;NA;"NA";"DEN";1982;M;30;15;"01:13:50";"01:13:59";31;73.8333;73.9833
21k;10K;NA;NA;10878;NA;NA;"NA";"DEN";1982;M;30;NA;"00:34:49";"NA";31;34.8167;NA
21k;complete;NA;63;17000;NA;NA;"LAZ Leipzig";"GER";1984;M;H;30;"01:13:53";"01:14:24";29;73.8833;74.4
21k;10K;NA;NA;17000;NA;NA;"LAZ Leipzig";"GER";1984;M;H;NA;"00:35:03";"NA";29;35.05;NA
21k;complete;NA;64;9961;NA;NA;"LC Jena E.V.";"GER";1986;M;H;31;"01:13:54";"01:14:24";27;73.9;74.4
21k;10K;NA;NA;9961;NA;NA;"LC Jena E.V.";"GER";1986;M;H;NA;"00:35:04";"NA";27;35.0667;NA
21k;complete;NA;65;19269;NA;NA;"LG Kreis Verden";"GER";1982;M;30;16;"01:13:56";"01:14:00";31;73.9333;74
21k;10K;NA;NA;19269;NA;NA;"LG Kreis Verden";"GER";1982;M;30;NA;"00:35:14";"NA";31;35.2333;NA
21k;complete;NA;66;5987;NA;NA;"ik hakarpspojkarna";"SWE";1983;M;30;17;"01:14:01";"01:14:06";30;74.0167;74.1
21k;10K;NA;NA;5987;NA;NA;"ik hakarpspojkarna";"SWE";1983;M;30;NA;"00:34:54";"NA";30;34.9;NA
21k;complete;NA;67;15868;NA;NA;"GIOVANNI SCAVO 2000";"ITA";1975;M;35;9;"01:14:02";"01:14:20";38;74.0333;74.3333
21k;10K;NA;NA;15868;NA;NA;"GIOVANNI SCAVO 2000";"ITA";1975;M;35;NA;"00:35:28";"NA";38;35.4667;NA
21k;complete;NA;68;4200;NA;NA;"Hillingdon Athletic Club";"GBR";1976;M;35;10;"01:14:09";"01:14:25";37;74.15;74.4167
21k;10K;NA;NA;4200;NA;NA;"Hillingdon Athletic Club";"GBR";1976;M;35;NA;"00:34:33";"NA";37;34.55;NA
21k;complete;NA;69;20899;NA;NA;"TSV Krofdorf-Gleiberg";"GER";1992;M;H;32;"01:14:12";"01:14:37";21;74.2;74.6167
21k;10K;NA;NA;20899;NA;NA;"TSV Krofdorf-Gleiberg";"GER";1992;M;H;NA;"00:35:33";"NA";21;35.55;NA
21k;complete;NA;70;19844;NA;NA;"NA";"GBR";1983;M;30;18;"01:14:12";"01:14:18";30;74.2;74.3
21k;10K;NA;NA;19844;NA;NA;"NA";"GBR";1983;M;30;NA;"00:35:30";"NA";30;35.5;NA
21k;complete;NA;71;7467;NA;NA;"Houlkaer Lob & Motion";"DEN";1978;M;35;11;"01:14:13";"01:14:24";35;74.2167;74.4
21k;10K;NA;NA;7467;NA;NA;"Houlkaer Lob & Motion";"DEN";1978;M;35;NA;"00:34:53";"NA";35;34.8833;NA
21k;complete;NA;72;12688;NA;NA;"LG Neustadt\/Weinstraße";"GER";1971;M;40;2;"01:14:15";"01:14:22";42;74.25;74.3667
21k;10K;NA;NA;12688;NA;NA;"LG Neustadt\/Weinstraße";"GER";1971;M;40;NA;"00:35:07";"NA";42;35.1167;NA
21k;complete;NA;73;13062;NA;NA;"OK LInné";"SWE";1987;M;H;33;"01:14:28";"01:14:51";26;74.4667;74.85
21k;10K;NA;NA;13062;NA;NA;"OK LInné";"SWE";1987;M;H;NA;"00:35:41";"NA";26;35.6833;NA
21k;complete;NA;74;8641;NA;NA;"Snik Atletik";"ISL";1970;M;40;3;"01:14:33";"01:14:58";43;74.55;74.9667
21k;10K;NA;NA;8641;NA;NA;"Snik Atletik";"ISL";1970;M;40;NA;"00:35:48";"NA";43;35.8;NA
21k;complete;NA;75;14179;NA;NA;"DB - LBM Roma";"ITA";1978;M;35;12;"01:14:38";"01:14:59";35;74.6333;74.9833
21k;10K;NA;NA;14179;NA;NA;"DB - LBM Roma";"ITA";1978;M;35;NA;"00:34:55";"NA";35;34.9167;NA
21k;complete;NA;76;9045;NA;NA;"Odense Atletik";"DEN";1975;M;35;13;"01:14:38";"01:15:03";38;74.6333;75.05
21k;10K;NA;NA;9045;NA;NA;"Odense Atletik";"DEN";1975;M;35;NA;"00:35:42";"NA";38;35.7;NA
21k;complete;NA;77;4811;NA;NA;"NA";"DEN";1979;M;30;19;"01:14:49";"01:14:56";34;74.8167;74.9333
21k;10K;NA;NA;4811;NA;NA;"NA";"DEN";1979;M;30;NA;"00:35:17";"NA";34;35.2833;NA
21k;complete;NA;78;4023;NA;NA;"NA";"GER";1980;M;30;20;"01:14:50";"01:15:14";33;74.8333;75.2333
21k;10K;NA;NA;4023;NA;NA;"NA";"GER";1980;M;30;NA;"00:35:45";"NA";33;35.75;NA
21k;complete;NA;79;13920;NA;NA;"NA";"DEN";1979;M;30;21;"01:14:57";"01:15:03";34;74.95;75.05
21k;10K;NA;NA;13920;NA;NA;"NA";"DEN";1979;M;30;NA;"00:35:18";"NA";34;35.3;NA
21k;complete;NA;80;7529;NA;NA;"Psb 24 Berlin";"GER";1967;M;45;4;"01:15:04";"01:15:11";46;75.0667;75.1833
21k;10K;NA;NA;7529;NA;NA;"Psb 24 Berlin";"GER";1967;M;45;NA;"00:35:16";"NA";46;35.2667;NA
21k;complete;NA;81;16433;NA;NA;"Sparta";"DEN";1983;M;30;22;"01:15:07";"01:15:18";30;75.1167;75.3
21k;10K;NA;NA;16433;NA;NA;"Sparta";"DEN";1983;M;30;NA;"00:35:57";"NA";30;35.95;NA
21k;complete;NA;82;3893;NA;NA;"daini carate brianza";"ITA";1990;M;H;34;"01:15:09";"01:15:13";23;75.15;75.2167
21k;10K;NA;NA;3893;NA;NA;"daini carate brianza";"ITA";1990;M;H;NA;"00:35:41";"NA";23;35.6833;NA
21k;complete;NA;83;8513;NA;NA;"Sviesos kariai \/ HQMNCNE";"LTU";1979;M;30;23;"01:15:12";"01:15:36";34;75.2;75.6
21k;10K;NA;NA;8513;NA;NA;"Sviesos kariai \/ HQMNCNE";"LTU";1979;M;30;NA;"00:35:43";"NA";34;35.7167;NA
21k;complete;NA;84;21082;NA;NA;"mrrc";"GER";1974;M;35;14;"01:15:15";"01:15:24";39;75.25;75.4
21k;10K;NA;NA;21082;NA;NA;"mrrc";"GER";1974;M;35;NA;"00:35:35";"NA";39;35.5833;NA
21k;complete;NA;85;8528;NA;NA;"IK Hakarpspojkarna";"SWE";1970;M;40;4;"01:15:25";"01:15:32";43;75.4167;75.5333
21k;10K;NA;NA;8528;NA;NA;"IK Hakarpspojkarna";"SWE";1970;M;40;NA;"00:35:09";"NA";43;35.15;NA
21k;complete;NA;86;36;NA;NA;"Team Blekinge LK";"SWE";1984;M;H;35;"01:15:26";"01:15:26";29;75.4333;75.4333
21k;10K;NA;NA;36;NA;NA;"Team Blekinge LK";"SWE";1984;M;H;NA;"00:34:13";"NA";29;34.2167;NA
21k;complete;NA;87;4192;NA;NA;"SCC Berlin Triathlon";"GER";1980;M;30;24;"01:15:30";"01:15:38";33;75.5;75.6333
21k;10K;NA;NA;4192;NA;NA;"SCC Berlin Triathlon";"GER";1980;M;30;NA;"00:35:38";"NA";33;35.6333;NA
21k;complete;NA;88;9373;NA;NA;"team orange";"GER";1969;M;40;5;"01:15:31";"01:15:35";44;75.5167;75.5833
21k;10K;NA;NA;9373;NA;NA;"team orange";"GER";1969;M;40;NA;"00:35:09";"NA";44;35.15;NA
21k;complete;NA;89;7171;NA;NA;"LV Marathon Kleve";"GER";1991;M;H;36;"01:15:32";"01:15:44";22;75.5333;75.7333
21k;10K;NA;NA;7171;NA;NA;"LV Marathon Kleve";"GER";1991;M;H;NA;"00:35:46";"NA";22;35.7667;NA
21k;complete;NA;90;20261;NA;NA;"SV Hammelburg \/ Team LAUFSTIL";"GER";1975;M;35;15;"01:15:41";"01:15:52";38;75.6833;75.8667
21k;10K;NA;NA;20261;NA;NA;"SV Hammelburg \/ Team LAUFSTIL";"GER";1975;M;35;NA;"00:35:40";"NA";38;35.6667;NA
21k;complete;NA;91;14684;NA;NA;"LTC Berlin";"GER";1985;M;H;37;"01:15:42";"01:15:52";28;75.7;75.8667
21k;10K;NA;NA;14684;NA;NA;"LTC Berlin";"GER";1985;M;H;NA;"00:36:38";"NA";28;36.6333;NA
21k;complete;NA;92;5399;NA;NA;"IS Göta";"SWE";1981;M;30;25;"01:15:53";"01:16:08";32;75.8833;76.1333
21k;10K;NA;NA;5399;NA;NA;"IS Göta";"SWE";1981;M;30;NA;"00:36:04";"NA";32;36.0667;NA
21k;complete;NA;93;12470;NA;NA;"NA";"GER";1973;M;40;6;"01:16:00";"01:19:08";40;76;79.1333
21k;complete;NA;94;10601;NA;NA;"Østmarka IL";"NOR";1993;M;H;38;"01:16:05";"01:16:58";20;76.0833;76.9667
21k;10K;NA;NA;10601;NA;NA;"Østmarka IL";"NOR";1993;M;H;NA;"00:36:49";"NA";20;36.8167;NA
21k;complete;NA;95;21019;NA;NA;"Ekmans Löpare i Lund";"SWE";1978;M;35;16;"01:16:09";"01:16:35";35;76.15;76.5833
21k;10K;NA;NA;21019;NA;NA;"Ekmans Löpare i Lund";"SWE";1978;M;35;NA;"00:35:57";"NA";35;35.95;NA
21k;complete;NA;96;15522;NA;NA;"Traktor Hermsdorf";"GER";1991;M;H;39;"01:16:13";"01:16:43";22;76.2167;76.7167
21k;10K;NA;NA;15522;NA;NA;"Traktor Hermsdorf";"GER";1991;M;H;NA;"00:36:18";"NA";22;36.3;NA
21k;complete;NA;97;15664;NA;NA;"FK Studenterna";"SWE";1976;M;35;17;"01:16:19";"01:16:24";37;76.3167;76.4
21k;10K;NA;NA;15664;NA;NA;"FK Studenterna";"SWE";1976;M;35;NA;"00:35:18";"NA";37;35.3;NA
21k;complete;NA;98;20382;NA;NA;"Sparta";"DEN";1985;M;H;40;"01:16:21";"01:16:28";28;76.35;76.4667
21k;10K;NA;NA;20382;NA;NA;"Sparta";"DEN";1985;M;H;NA;"00:36:02";"NA";28;36.0333;NA
21k;complete;NA;99;18837;NA;NA;"Menton marathon athlétisme";"FRA";1975;M;35;18;"01:16:23";"01:16:28";38;76.3833;76.4667
21k;10K;NA;NA;18837;NA;NA;"Menton marathon athlétisme";"FRA";1975;M;35;NA;"00:36:14";"NA";38;36.2333;NA
21k;complete;NA;100;17238;NA;NA;"Triathlon Verein Berlin 09";"GER";1982;M;30;26;"01:16:31";"01:16:50";31;76.5167;76.8333
21k;10K;NA;NA;17238;NA;NA;"Triathlon Verein Berlin 09";"GER";1982;M;30;NA;"00:36:00";"NA";31;36;NA
21k;complete;NA;1;9;NA;NA;"Kenia";"KEN";1984;M;H;1;"00:59:36";"00:59:36";29;59.6;59.6
21k;10K;NA;NA;9;NA;NA;"Kenia";"KEN";1984;M;H;NA;"00:28:23";"NA";29;28.3833;NA
21k;complete;NA;2;4;NA;NA;"Kenia";"KEN";1984;M;H;2;"01:00:12";"01:00:12";29;60.2;60.2
21k;10K;NA;NA;4;NA;NA;"Kenia";"KEN";1984;M;H;NA;"00:28:23";"NA";29;28.3833;NA
21k;complete;NA;3;3;NA;NA;"Kenia";"KEN";1987;M;H;3;"01:00:27";"01:00:27";26;60.45;60.45
21k;10K;NA;NA;3;NA;NA;"Kenia";"KEN";1987;M;H;NA;"00:28:23";"NA";26;28.3833;NA
21k;complete;NA;4;2;NA;NA;"Kenia";"KEN";1984;M;H;4;"01:00:45";"01:00:45";29;60.75;60.75
21k;10K;NA;NA;2;NA;NA;"Kenia";"KEN";1984;M;H;NA;"00:28:24";"NA";29;28.4;NA
